Authors,Title,Publication,Volume,Number,Pages,Year,Publisher
"Brooks, Amy L; Shekhar, Prateek; Knowles, Jeffrey; Clement, Elliott; Brown, Shane A; ",Contextual Influences on the Adoption of Evidence-Based Instructional Practices by Electrical and Computer Engineering Faculty,IEEE Transactions on Education,67,3,351-363,2024,IEEE
"Sadeghi Tabar, Roham; ",Introducing pre-training workshop sessions to enhance learning in multidisciplinary environments: a case study in computer-aided engineering and design,Cogent Education,11,1,2367896,2024,Taylor & Francis
"Habib, Emad; Deshotel, Matthew; ",Towards broader adoption of educational innovations in undergraduate water resources engineering: views from academia and industry,Journal of Contemporary Water Research & Education,164,1,41-54,2018,
"Dallal, Ahmed; ",Evaluation of Students Performance and Perception of Partial Flipping in Machine Learning Classes,2022 ASEE Annual Conference & Exposition,,,,2022,
"Cavagnino, Andrea; Pellegrino, Gianmario; Estebsari, Abouzar; Armando, Eric; Bojoi, Radu; ",A new laboratory for hands-on teaching of electrical engineering,2018 IEEE 27th International Symposium on Industrial Electronics (ISIE),,,883-889,2018,IEEE
"Brooks, Amy L; Knowles, Jeff; Clement, Elliott; Shekhar, Prateek; Brown, Shane A; ",Are All ‘EBIPs’ Created Equal? An Exploration of Engineering Faculty Adoption of Nine Evidence-Based Instructional Practices,2023 ASEE Annual Conference & Exposition,,,,2023,
"Dallal, Ahmed; Zaghloul, Mohamed; Hassan, Amr; ",Effect of Active Learning on Students' Performance in Remote ECE Classes with Lab Sections,2022 ASEE Annual Conference & Exposition,,,,2022,
"Fan, Hua; Zhang, Jiayi; Li, Yang; Feng, Quanyuan; Fang, Kaifei; Wen, Hao; Lin, Lishuang; Qi, Xu; Diao, Xiaopeng; Bonizzoni, Edoardo; ",Innovative Engineering Education in Circuits & Systems,2020 IEEE International Symposium on Circuits and Systems (ISCAS),,,1-4,2020,IEEE
"Zhao, Guopeng; ",Effect analysis of adding selective experiments in power electronics course to encourage students’ active learning,"IET Circuits, Devices & Systems",16,2,147-156,2022,Wiley Online Library
"Dallal, Ahmed; ",Student Preference of Video Length for Studying Machine Learning in a Flipped Classroom,2023 ASEE Annual Conference & Exposition,,,,2023,
"Clark, R; Dickerson, Samuel; Bedewy, Mostafa; Chen, K; Dallal, Ahmed; Gomez, Andres; Hu, Jingtong; Kerestes, Robert; Luangkesorn, Louis; ",Social-Driven Propagation of Active Learning and Associated Scholarship Activity in Engineering: A Case Study,International Journal of Engineering Education,36,5,1-14,2020,
"Larre-Bolaños-Cacho, Mónica; Hernández-Alamilla, Sergio; Fuentes-Valdéz, Ramona; Najera-García, Pedro; ",Data analytics and cloud computing vs breast cancer: Learning that helps,International Journal of Information and Education Technology,10,4,,2020,
"Saeidi, Amir; Williams, Adrienne; Buswell, Natascha; Mumm, Daniel; Denaro, Kameryn; ",Can adding discussion-only active learning increase student learning in materials science class?,2018 IEEE Frontiers in Education Conference (FIE),,,1-4,2018,IEEE
"Fan, Hua; Dong, Kaicong; Xie, Xiuhua; Feng, Quanyuan; Hu, Qiang; ","“Fusion, Interaction, and Training”: Cultivating Innovative Leading Talents",2022 IEEE Asia Pacific Conference on Circuits and Systems (APCCAS),,,485-488,2022,IEEE
"Hassan, Amr; Dallal, Ahmed; Zaghloul, Mohamed; ",A Comprehensive Study on The Effectiveness of Active Learning Techniques in Remote Learning Classes,2022 ASEE Annual Conference & Exposition,,,,2022,
"Juneja, Sagar; Sharma, Rajnish; Mantri, Archana; ","Strategic partnership with industry to strengthen core competency in electronics-need, opportunities, challenges and success stories",2017 7th World Engineering Education Forum (WEEF),,,562-567,2017,IEEE
"Byrd, Jennifer L; ","HydroLearn: Assessing the Effectiveness of Authentic, Active, Online Learning Modules",,,,,2021,University of Louisiana at Lafayette
"谢小东; ",挑战性实验课程教学探索与实践,实验科学与技术,17,1,89-94,2019,《 实验科学与技术》 编辑部
"Xiaodong, XIE; ",Teaching Exploration and Practice of Challenging Experimental Course,Experiment Science and Technology,17,1,89-94,2019,
"พินิจ นั น ท์ เนื่องจาก อ วน; กัน ต พัฒน์ กิตติ อั ชวาล ย์; ทวี ศักดิ์ ขวัญ ไตรรงค์; วัน วิ สา ข์ ลิ จ้ วน; อาทิตย์ เนื่อง อุดม; ",แนวทาง การ พัฒนาการ จัดการ เรียน รู้ วิทยาศาสตร์ แบบ ฐาน สมรรถนะ เชิง รุก: สภาพ ปัจจุบัน ปัญหา และ ความ ต้องการ ของ ครู วิทยาศาสตร์,วารสาร มหาวิทยาลัย ราชภัฏ ยะลา,19,1,59-67,2024,
"Deshotel, Matthew Wayne; ",Enhancing Undergraduate Water Resources Engineering Education Using Data and Modeling Resources Situated in Real-world Ecosystems: Design Principles and Challenges for Scaling and Sustainability,,,,,2017,University of Louisiana at Lafayette
"DIMOVA, Rozalina; ",CURRENT TRENDS IN LEARNING IN HIGHER EDUCATION,"SECOND CONFERENCE ON INNOVATIVE TEACHING METHODS (ITM 2017) 28-29 JUNE 2017, VARNA",28,,103,2017,
"Kong Xiangyu, L; Wenqi, GQ; ",A new approach for engineering education reform of power system,Int. J. Eng. Educ,36,6,1988-1995,2020,
"O’Mahony, Tom; Cork, Cork; ",The Flipped Classroom: A design to engage students with pre-class activities,International Conference on Engaging Pedagogy (ICEP),,,,2017,
"曹晓燕; 梁斌; 李雷; 周群; ",电子系统设计与实践课程线上线下混合式教学改革与实践,实验科学与技术,21,6,111-115,2023,《 实验科学与技术》 编辑部
"Ilyas, Imran M; Kansikas, Juha; Fayolle, Alain; ",Rethinking entrepreneurship and management education for engineering students: The appropriateness of design thinking,The International Journal of Management Education,22,3,101029,2024,Elsevier
"McCartan, Aodheen; Cummins, Darryl; Morgan, Margaret; Joseph-Richard, Paul; ",Exploring students’ motivation to participate in entrepreneurial marketing education,Journal of Marketing Education,45,3,278-295,2023,"Sage Publications Sage CA: Los Angeles, CA"
"Wao, Hesborn; Kersaint, Gladis; Smith, Chrystal AS; Campbell-Montalvo, Rebecca; Puccia, Ellen; Skvoretz, John; Martin, Julie P; Lee, Reginald; MacDonald, George; ","Examining how social networks influence women and under-represented minority students’ pursuit of engineering in university: when, who, and how?",International Journal of STEM Education,10,1,25,2023,Springer
"Menon, Maya; Shekhar, Prateek; ",Developing a conceptual framework: Women STEM faculty's participation in entrepreneurship education programs,Research in Science Education,55,1,81-102,2025,Springer Netherlands Dordrecht
"Deveci, İsa; Seikkula-Leino, Jaana; ",The link between entrepreneurship and STEM education,Enhancing entrepreneurial mindsets through STEM education,,,3-23,2023,Springer
"Kulturel-Konak, Sadan; Konak, Abdullah; Leung, Ada; ","Exploring Students’ Perceived Values, Cost, and Barriers for Inclusive and Diverse Entrepreneurial Ecosystems",Entrepreneurship Education and Pedagogy,,,25151274241263070,2024,"SAGE Publications Sage CA: Los Angeles, CA"
"Berbegal-Mirabent, Jasmina; Gil-Doménech, Dolors; Manresa, Alba; ",Boosting entrepreneurial competences beyond business and management–related disciplines. The case of engineering programs,Education+ Training,66,1,107-126,2024,Emerald Publishing Limited
"Idris, Musibaudeen Olatunde; Adeboye, Busayo Sunday; Adeyemi, Oluseyi Afolabi; Abanikannda, Mutahir Oluwafemi; Lawal, Nureni Adekunle; Lawal, Muyideen Olalekan; ","Assessment of engineering entrepreneurial intentions among engineering students of Osun State University, Nigeria",International Journal of Engineering Pedagogy (IJEP),,,,2022,
"Varadarajan, Sudhir; ",Contradictions and paradoxes in design-centric engineering education: a complex responsive processes perspective,International Journal of Technology and Design Education,33,2,685-716,2023,Springer
"Dori, Yehudit Judy; Refaeli-Mishkin, Hagit; Wengrowicz, Niva; Yoel, Shahaf Rocker; Dori, Dov; ",Exploring career choice and retention among engineering undergraduate students and systems engineers: A gender perspective,"Eurasia Journal of Mathematics, Science and Technology Education",20,11,em2527,2024,Modestum
"Zhou, Jie; Qi, Ji; Shi, Xuefeng; ",The Innovation of Entrepreneurship Education for Intangible Cultural Heritage Inheritance From the Perspective of Entrepreneurial Psychology,Frontiers in Psychology,13,,721219,2022,Frontiers Media SA
"Sánchez Castillo, Verenice; Clavijo Gallego, Tulio Andrés; Gómez Cano, Carlos Alberto; ",Limitantes en la participación estudiantil en los semilleros de investigación de Educación Superior en Colombia,Revista Universidad y Sociedad,15,4,332-342,2023,"Editorial"" Universo Sur"""
"Almeida, Fernando; Buzady, Zoltan; ",The Contribution of FLIGBY to the Entrepreneurial Learning Outcomes,"Technology, Knowledge and Learning",29,3,1663-1683,2024,Springer Netherlands Dordrecht
"YH Wong, Hannah; KY Chan, Cecilia; ",Assessing engineering students’ perspectives of entrepreneurship education within higher education: a comparative study in Hong Kong,Assessment & Evaluation in Higher Education,48,6,847-859,2023,Taylor & Francis
"Pinto, Prakash; Pallikkara, Vinish; Pinto, Slima; Hawaldar, Iqbal Thonse; ",Unveiling the entrepreneurial mindset: exploring orientation and intentions among students of prominent engineering disciplines,Journal of Innovation and Entrepreneurship,13,1,33,2024,Springer
"Shekhar, Prateek; Handley, Jacqueline; Ruiz, Aida Lopez; Bosman, Lisa; ",Women STEM faculty’s intentions to engage in entrepreneurship education programs,Higher Education,87,6,1865-1884,2024,Springer
"Wong, Hannah YH; Chan, Cecilia KY; ",Based on an entrepreneurship education framework: what are expectations for engineering entrepreneurship education in Hong Kong?,European Journal of Engineering Education,49,6,1097-1112,2024,Taylor & Francis
"Oliveira, Alandeom W; Brown, Adam O; ",Experiencing the entrepreneurial side of science: undergraduate students pitching science-based businesses,Entrepreneurship Education,5,4,367-397,2022,Springer
"Alkhawaldeh, Khleef Ahmed; Dabaghie, Yana M; ",Developing an “entrepreneurial engineer mindset” to expand future career opportunities for engineering graduates in Jordanian universities,Industry and Higher Education,38,5,445-456,2024,"SAGE Publications Sage UK: London, England"
"Jiang, Yue; ",Education reform and quality training of music majors from the perspective of entrepreneurial education,Frontiers in Psychology,12,,749701,2021,Frontiers Media SA
"Xiang, Yueting; Miao, Yurong; Zhang, Jianxiang; Lin, Yujia; ",The status of Chinese National Theoretical Discourse System and its correlation with psychological education of college students,Frontiers in Psychology,12,,755115,2021,Frontiers Media SA
"Jibril, Mustefa; ",The Evaluation Between Importance of Educational Needs and Satisfaction about it as Perceived by Engineering Students at Dire Dawa University Ethiopia,,,,,2021,
"Kurata, Karin; Yajima, Kuniaki; Sato, Jun; ","Current Status and Consideration of Entrepreneurship Education for Engineering Major Students at National Institute of Technology, Tsuruoka College",Procedia Computer Science,246,,811-819,2024,Elsevier
"Gruber, Marc; Huang-Saad, Aileen; Liguori, Eric; Reid, Jeff; Terjesen, Siri; ",What I’ve learned about teaching entrepreneurship: Perspectives of five master educators,Annals of Entrepreneurship Education and Pedagogy,2023,,2-29,2022,
"Pifano, Frederico; d'Escofier, Afsaneh Hamedi; Curran, Chris; Braga, Marco; ",CEO as a professor: a connection perspective between theory and practice in engineering programs,2023 IEEE Frontiers in Education Conference (FIE),,,1-4,2023,IEEE
"Wang, Ying; Harris, Joy; Ramachandran, Karthik; ",Measuring Engineering Students’ Entrepreneurial Self-Efficacy in an Entrepreneurship Education Program,2023 ASEE Annual Conference & Exposition,,,,2023,
"Kirjavainen, Senni; Vepsäläinen, Raimo; Eriksson, Vikki; Björklund, Tua; ",Student perceptions of the societal linkages of engineering innovation,ASEE Annual Conference,,,,2022,American Society for Engineering Education
"Campagna, Carman; ","Experiential Entrepreneurship Education: An Instrumental Case Study of Higher Education Student Experiences, Skills, and Perceptions",,,,,2023,
"Alkhawaldeh, Khleef A; Dabaghie, Yana M; ","Exploring the Entrepreneurial Knowledge, Skills, and Mindset of Jordanian University Engineering Graduates to Enhance Career Prospects.",Journal of Engineering Education Transformations,37,2,,2023,
"Matashu, Martha; Skhephe, Melikhaya; Bunt, Byron J; van Tonder, Deon; Mavengano, Esther; Marevesa, Tobias; Du Toit, Adri; Dhlamini, Joyce Phikisile; Mlotshwa, Precious-Pearl V; Hove, Muchativugwa Liberty; ",Recalibrating teacher training in African higher education institutions: A focus on 21st-century pedagogical challenges,,,,,2022,AOSIS
"Hao, Jie; Wen, Wen; Wang, Lei; Coates, Hamish; ",Articulating prototypical entrepreneurs in China: Implicit entrepreneurship theory,STEM Education Review,1,,,2023,
"Garcia Huertes, Saul; Bragós Bardia, Ramon; ",Entrepreneurship in engineering programs: a methodology for systematic literature review,"Proceedings of the 19th International CDIO Conference: Trondheim, Norway, 26-29 June 2023",,,780-792,2023,NTNU SEED
"Panxhi, Marius; ",The role of technological advancements in learning entrepreneurial competencies for engineering students in higher education,,,,,2023,Universidade do Minho (Portugal)
"Sudarwati, Ninik; Masruchan, Masruchan; Iffah, Nur; Wahyuni, Dewi Urip; Prasetyo, Deni Widyo; ",Pengaruh Modul Elektronik Audio-Visual Terhadap Motivasi Berwirausaha dan Hasil Belajar Mahasiswa,Jurnal Pendidikan dan Pembelajaran (DIAJAR),1,3,282-290,2023,
"Shekhar, Prateek; Huang-Saad, Aileen; Lopez_Ruiz, Aida; Handley, Jacqueline; ",Examining Women STEM Facultyâ€™ s Participation in Entrepreneurship Programming,,,,,2022,ASEE Conferences
"Vargas Martínez, Maira Rafaela; ",El emprendimiento como opción profesional para contribuir al desarrollo sostenible. Un estudio de caso en un país en desarrollo,,,,,2024,"Universidad de Córdoba, UCOPress"
"Morgan, M; Joseph-Richard, P; Cummins, D; McCartan, A; ",Re-thinking Entrepreneurship Education in Undergraduate Engineering Curricula,Proceedings of the 38th International Manufacturing Conference (IMC38),,,7,2022,University College Dublin. School of Mechanical and Materials Engineering
"Sibanda, Sifiso; DUDU, WASHINGTON; ",Recalibrating teacher training in African higher education institutions,,,,,2022,
"CIOBANU, Luminita; IONESI, Savin Dorin; URSACHE, Mariana; ",USING DATABASES WITH SUCCESS STORIES AS AN INSTRUMENT IN ENGINEERING EDUCATION–THE CASE OF WINTEX PROJECT,,,,,2021,
"Mawlawi, Allam; Massoud, Mazen; El Fawal, Abir; Ramadan, Muhieddine; Baydoun, Hala; Zakhem, Najib Bou; Daouk, Amira; Chahine, Sarah; ",Deciphering the Dynamics of Entrepreneurial Motivation and Critical Entrepreneurial Intention among Lebanese Graduates: Unveiling the Role of Perceived Risk in the Post-Pandemic,KEPES,21,3,254-279,2023,
"Jesionkowska, Joanna; Wild, Fridolin; Deval, Yann; ",Active learning augmented reality for STEAM education—A case study,Education Sciences,10,8,198,2020,MDPI
"Matteson, Scott; Grant, Michael M; ",Integrating Student Response Technology into a Large Undergraduate Course: Students’ Perceptions of their Motivations and Feedback,TechTrends,,,1-20,2024,Springer
"States, Nicole E; Lovig, Carson; Martin, Karsten; Nennig, Hannah T; Cole, Renée S; ",Let Students Work: Analysis of the Role of Differing Facilitation on Student Engagement in a Large Stadium-Style Lecture Hall,Journal of chemical education,100,11,4237-4248,2023,ACS Publications
"Spencer, R; Sinno, J; Hatfield, K; Biderman, M; Doria, N; Numer, M; ","Exploring top hat’s impact on undergraduate students’ belongingness, engagement, and self-confidence: A mixed methods study",Journal of Research on Technology in Education,52,2,197-215,2020,Taylor & Francis
"Beneroso, Daniel; Erans, Maria; ",Team-based learning: an ethnicity-focused study on the perceptions of teamwork abilities of engineering students,European Journal of Engineering Education,46,5,678-689,2021,Taylor & Francis
"Hepburn, Leigh-Anne; Borthwick, Madeleine; Kerr, Jane; Vasnev, Andrey; ",A strategic framework for delivering ongoing feedback at scale,Assessment & Evaluation in Higher Education,47,5,742-754,2022,Taylor & Francis
"Lee, Jin Woo; Ostrowski, Anastasia; Daly, Shanna R; Huang-Saad, Aileen; Seifert, Colleen M; ",Idea generation in biomedical engineering courses using Design Heuristics,European Journal of Engineering Education,44,3,360-378,2019,Taylor & Francis
"Abbas, Rubén; Sebastián, Andrés; Casanova, Jesús; ",Evaluating classroom response systems in engineering education: Which metrics better reflect student performance?,Education and Information Technologies,30,1,861-879,2025,Springer
"States, Nicole E; Bruno, Carina; Martin, Karsten; Cole, Renée S; ",Are My Students Engaged? Nonverbal Interactions as an Indicator of Engagement in a Stadium-Style Lecture Hall,Journal of College Science Teaching,,,1-9,2024,Taylor & Francis
"Syahputra, Bambang Panca; Sagala, Rakhmat Wahyudin; ",GAMIFICATION ACTIVITIES ENGAGING PROSPECTIVE ELEMENTARY TEACHERS DURING ONLINE LEARNING,Lintang Songo: Jurnal Pendidikan,5,2,93-99,2022,
"Stachowsky, Michael; Milne, Andrew JB; ",What Makes a Good Assessment? Assessments for Learning,Proceedings of the Canadian Engineering Education Association (CEEA),,,,2018,
"Pathak, Shashank; ",A Combination of Innovative Pedagogical Theories to Enhance the Learning Output—A Case Study with Engineering Students,Engineering Pedagogy: A Collection of Articles in Honor of Prof. Amitabha Ghosh,,,49-61,2023,Springer
"Perry, Kathryn DeLee; ","Student Engagement to Predict Retention of Generation Z, Undergraduate Students",,,,,2021,Grand Canyon University
"Rodeghiero Neto, Italo; ",O ensino da ergonomia e a aprendizagem ativa: um estudo multicaso da inserção de estratégias e avaliação de competências na engenharia de produção,,,,,2024,
"Cairns, M; Millen, S; Pick, L; McCartan, C; Co-Design, Collaborative; ",Practice Paper,,,,,,
"Inman, Johanna; ",Promoting a Culture of Teaching Within a Public Research University: A Case Study,,,,,2020,Temple University
"Foster, Shannon; ",Supporting First-Year Undergraduate Repeating Students within Mainstream Tutorials,,,,,2019,Auckland University of Technology
"Norton, Evan James; ",Investigating the Role of Geospatial Technologies as a Supplement to Environmental Education: Development of an Environmental Data Collection Application and Its Implementation in the Classroom,,,,,2018,
"Pathak, Shashank; ",A Combination of Innovative Pedagogical Theories to Enhance the Learning Output,,,,,,
"Alonso-Nuez, María J; Gil-Lacruz, Ana I; Rosell-Martinez, Jorge; ",Assessing evaluation: Why student engages or resists to active learning?,International Journal of Technology and Design Education,31,,1001-1017,2021,Springer
"Espera, Alejandro H; Pitterson, Nicole P; ",Teaching circuit concepts using evidence-based instructional approaches: A systematic review,2019 ASEE Annual Conference & Exposition,,,,2019,
"Santos, Alyssa VB; Boehm, Sarah J; Castronovo, Fadi; Mathews, Tiffany A; ",Graduate Research Experience and Transitioning to Grad School (GREaT GradS): A New Approach to Graduate-School Onboarding for Marginalized Groups,2023 ASEE Annual Conference & Exposition,,,,2023,
"Salloum, Dalia; Stack, Kamie; Hood, Suzanne; ",How Does Utilizing Clicker Questions for Exam Preparation Affect Test-Taking Anxiety in Human Anatomy Students in a Flipped Classroom?.,HAPS Educator,28,1,36-45,2024,ERIC
"Espera, Alejandro H; Pitterson, Nicole P; Soto-Pérez, René Alexander; ",Understanding potential misconceptions shared between instructors and students in fundamental electric circuits,2020 ASEE Virtual Annual Conference Content Access,,,,2020,
"Santos, Alyssa Victoria; ",An Exploration of Potential Energy Surfaces with an Application in N-Heterocyclic Carbenes on Metal Nanoparticles,,,,,2023,The Pennsylvania State University
"McCormick, Tom; Squire, James C; Sullivan, Gerald; ",Pedagogical effectiveness of classroom demonstrations devices,2018 ASEE Annual Conference & Exposition,,,,2018,
"Espera Jr, Alejandro Hanginon; ",Through the Lenses of Pedagogical Content Knowledge and Instructor Beliefs: Understanding Engineering Instructors' Enacted Practice,,,,,2022,Virginia Tech
"Koromyslova, Ekaterina; Sadovnikova, Anna; ",Transforming Curriculum to Improve STEM Learning and Advance Career Readiness,2021 ASEE Virtual Annual Conference Content Access,,,,2021,
"Ferreira, Manuel E; Leão, Celina P; ",Students’ Perceptions and Effects Towards New Teaching Approach in Energy and Environment,ASME International Mechanical Engineering Congress and Exposition,58400,,V005T06A039,2017,American Society of Mechanical Engineers
"Nduku, Nonhlanhla Fortunate; ",An Exploration of Teachers’ Perspectives of Teaching Agricultural Sciences in Secondary Schools in Two Districts of KwaZulu-Natal,,,,,2021,"University of KwaZulu-Natal, Edgewood"
"Stamp, Paula Raymond; ",The Role of Active Learning Pedagogy in First-Year Undergraduate College Students' Engaged Learning,,,,,2018,Azusa Pacific University
"Stockwell, Melinda Elisabeth; ",Developing Effective Formative Assessment Practices For Students in Year 12 Mathematics A,,,,,2017,Curtin University
"Borrego, Maura J; Lattuca, Lisa R; Shekhar, Prateek; Besterfield-Sacre, Mary E; Finelli, Cynthia J; ","Recommended Practices for Managing Large, Multi-Site Engineering Education Research Data Collection Projects",2016 ASEE Annual Conference & Exposition,,,,2016,
"Mahlburg, Susan; ",A Review of Problem-Based Learning Literature and Research,,,,,,
"Bernstein, Douglas A; ","Does active learning work? A good question, but not the right one.",Scholarship of Teaching and Learning in Psychology,4,4,290,2018,Educational Publishing Foundation
"Shekhar, Prateek; Demonbrun, Matt; Borrego, Maura; Finelli, Cynthia; Prince, Michael; Henderson, Charles; Waters, Cynthia; ",Development of an observation protocol to study undergraduate engineering student resistance to active learning,International Journal of Engineering Education,31,2,597-609,2015,Citeseer
"Finelli, Cynthia J; Borrego, Maura; Rasoulifar, Golnoosh; ",Development of a taxonomy of keywords for engineering education research,IEEE Transactions on Education,58,4,219-241,2015,IEEE
"Evenhouse, David; Patel, Nimit; Gerschutz, María; Stites, Nick A; Rhoads, Jeffrey F; Berger, Edward; Deboer, Jennifer; ",Perspectives on pedagogical change: Instructor and student experiences of a newly implemented undergraduate engineering dynamics curriculum,European Journal of Engineering Education,43,5,664-678,2018,Taylor & Francis
"Durão, Marilia; Nogueira, Sónia; Fernandes, Sandra; Neves, Augusto; ",Entrepreneurship learning: Applying a revised experiential learning model to cultural and creative industries,Perspectives and Trends in Education and Technology: Selected Papers from ICITED 2022,,,153-163,2023,Springer
"Finelli, Cynthia J; Borrego, Maura; Rasoulifar, Golnoosh; ",Development of a taxonomy of keywords for engineering education research,European Journal of Engineering Education,41,3,231-251,2016,Taylor & Francis
"İlhan, Elif; Çam, Şefika Sümeyye; ",Öğretim Elemanları için Aktif Öğrenme Uygulamaları Ölçeğinin Geliştirilmesi,Erzincan Üniversitesi Eğitim Fakültesi Dergisi,25,1,91-107,2023,Erzincan Binali Yildirim University
"Evenhouse, David; Zadoks, Austin; Silva de Freitas, Claudio Cesar; Patel, Nimit; Kandakatla, Rohit; Stites, Nick; Prebel, Taylor; Berger, Edward; Krousgrill, Charles; Rhoads, Jeffrey F; ",Video coding of classroom observations for research and instructional support in an innovative learning environment,Australasian Journal of Engineering Education,23,2,95-105,2018,Taylor & Francis
"Ogwezi, Bridget; Tyler, Kaitlin; Manai, Navid; Penny, Christopher Lee; ",Closing the gap between industry and academia via student teams support,2023 ASEE Annual Conference & Exposition,,,,2023,
"Evenhouse, D; Patel, N; Rhoads, J; Krousgrill, C; Berger, E; DeBoer, J; Kandakatla, R; de Freitas, CCS; Stites, NA; Prebel, T; ","Development of a video coding structure to record active, blended, and collaborative pedagogical practice",2017 Research in Engineering Education Symposium,,,,2017,
"Sikkink, Bret A; ",Predicting Active Teaching Methods: Investigating the Personal Epistemology of Economics Educators,,,,,2023,Drake University
"Zadoks, A; Stites, Nick A; Evenhouse, David; Patel, N; Kandakatla, Rohit; Berger, E; Rhoads, Jeffrey F; DeBoer, Jennifer; ","Longitudinal analysis of instructor actions in an active, blended, and collaborative classroom environment",2017 IEEE Frontiers in Education Conference (FIE),,,1-6,2017,IEEE
"Sambell, Alistair; ",An Introduction from the Vice Principal (Academic),,,,,,
"Guimarães, Leovani Marcial; de Mendonça, Mariana Fernandes; Spagolla, Bruno Brandão; ",Medição e avaliação da aderência à aprendizagem ativa em Engenharia utilizando protocolos de observação em sala de aula.,,,,,,
"Ibrahim, Ahmad; Loui, Michael C; ",Joint Editors’ Introduction to the Special Report. Development of a Taxonomy of Keywords for Engineering Education Research,,,,,,
"Boubker, Omar; Arroud, Maryem; Ouajdouni, Abdelaziz; ",Entrepreneurship education versus management students’ entrepreneurial intentions. A PLS-SEM approach,The International Journal of Management Education,19,1,100450,2021,Elsevier
"Sampene, Agyemang Kwasi; Li, Cai; Khan, Adnan; Agyeman, Fredrick Oteng; Opoku, Richard Kofi; ",Yes! I want to be an entrepreneur: A study on university students’ entrepreneurship intentions through the theory of planned behavior,Current Psychology,42,25,21578-21596,2023,Springer
"Munawar, Sidra; Yousaf, Hummaira Qudsia; Ahmed, Muneeb; Rehman, Sumaira; ",The influence of online entrepreneurial education on entrepreneurial success: An empirical study in Pakistan,The International Journal of Management Education,21,1,100752,2023,Elsevier
"Shekhar, Prateek; Huang-Saad, Aileen; ",Examining engineering students’ participation in entrepreneurship education programs: implications for practice,International Journal of STEM Education,8,,1-15,2021,Springer
"Park, Eunjeong; Leonard, Alexia; Delano, Jack S; Tang, Xiaofeng; Grzybowski, Deborah M; ",Rubric-based assessment of entrepreneurial minded learning in engineering education: A review,International Journal of Engineering Education,36,6,2015-2029,2020,
"Mu, Ke; Shi, Qin; Ma, Yonghong; Tan, Jiao; ",Exploration of entrepreneurship education by linear regression and psychological factor analysis,Frontiers in psychology,11,,2045,2020,Frontiers Media SA
"Cui, Jun; Gu, Luwen; ",The effect of entrepreneurial education on career choice intentions of college students: a social cognitive career theory approach,Education+ Training,,ahead-of-print,,2024,Emerald Publishing Limited
"Du, Jinchen; Han, Guanshuang; Huang, Zhaoxin; ",Promoting social entrepreneurial organizations: an empirical study of teacher–student co-entrepreneurship,Frontiers in psychology,11,,1470,2020,Frontiers Media SA
"Jamison, Cassandra Sue Ellen; Huang-Saad, Aileen; Daly, Shanna R; Lattuca, Lisa R; ",The value of co-curricular experiences: Perspectives of third-year biomedical engineering students,2020 ASEE Virtual Annual Conference Content Access,,,,2020,
"Yao, Dan; He, Jingjing; Yang, Weiyi; Zhang, Mu; ",A Study on the Evaluation Index System of Innovation and Entrepreneurship Education for Undergraduate Students Majoring in Interdisciplinary Arts and Sciences.,Higher Education Studies,12,2,135-145,2022,ERIC
"Kwapisz, Agnieszka; LaMeres, Brock J; ",Words That Resonate: Synthesizing Insights From Engineering Faculty Collaboration on Entrepreneurial Mindset,IEEE Transactions on Education,,,,2024,IEEE
"Epstein, Alanna D; Huang-Saad, Aileen; Duval-Couetil, Nathalie; ",Faculty and trainee perceptions of NSF I-corps technology commercialization training,IEEE Engineering Management Review,49,1,97-105,2020,IEEE
"Shekhar, Prateek; Khan, Tarique Hasan; Gajjar, Sanjeet; Duff, Heather; ",Investigating the predictive relationship of GPA on engineering students' enrollment in entrepreneurial education programs: A Decision Tree Analysis,2023 IEEE Frontiers in Education Conference (FIE),,,1-4,2023,IEEE
"Song, Irene Min; ",What Makes Students Entrepreneurial: A Case Study of Students’ Entrepreneurial Intention Using Three Antecedents of Intention,,,,,2023,"University of California, Riverside"
"Рубин, Юрий Борисович; Погорелова, АЮ; Алексеева, ЕВ; Леднев, МВ; Можжухин, ДП; Потапова, ОН; Пузыня, ТА; ",Обучение семейному предпринимательству в бакалавриате,Современная конкуренция,14,4 (80),113-127,2020,Университет «Синергия»
"Jamison, Cassandra; ",Experiential Learning in Co-Curricular Settings: What are the Professional Implications for Biomedical Engineering Students?,,,,,2022,
"Lim, Chae-Kwan; ",The Effect of the Quality of Entrepreneurship Education and Students' Participation on Entrepreneurial Competence and Entrepreneurial Intention,Asia-pacific Journal of Convergent Research Interchange (APJCRI),,,37-49,2021,
"Shekhar, Prateek; Huang-Saad, Aileen; Libarkin, Julie; ",Developing a Conceptual Framework to Understand Student Participation in Entrepreneurship Education Programs,2019 ASEE Annual Conference & Exposition,,,,2019,
"Shyr, Wen-Jye; Huang, CHIN-CHUNG; Chen, CHIA-HUNG; Wei, Jhih-Syuan; ",Students’ acceptance of applying internet of things in a smart agriculture course,Int. J. Eng. Educ,36,,1956-1966,2020,
"Abichandani, Pramod; Sivakumar, Vidhusheidhaa; Lobo, Deepan; Iaboni, Craig; Shekhar, Prateek; ","Internet-of-things curriculum, pedagogy, and assessment for stem education: A review of literature",Ieee Access,10,,38351-38369,2022,IEEE
